"","x"
"395","HOY SF #ATP1000 #Paris
• Daniil #Medvedev (RUS) a Milos #Raonic (CAN) 6-4 7-6 (4)
• Alexander #Zverev (ALE) a Rafael #Nadal (ESP) 6-4 7-5

#OMINTASSISTANCE #CYBERWEEK un viaje seguro! Cotizá ahora con descuentos del 60% y 2x1 en todos los productos!  https://t.co/wJN5AeVk66"
"396","Hoy se juegan las semifinales en París:

Daniil Medvedev vs. Milos Raonic.
Rafael Nadal vs. Alex Zverev.

¡Con #OMINTASSISTANCE en #CYBERWEEK tenés un viaje seguro! Cotizá ahora con descuentos del 60% y 2x1 en todos los productos!  https://t.co/iWMvc6iPlP"
"397","Hoy por ser CiberMonday garpe 15 Lucas entre patente del auto y prepaga.
O no era para eso este día ?
Chadelalora !!!!!"
"398","Hoy me entere que durante el cibermonday en tienda naranja había una licuadora a 0$ otro año mas que no aprovecho el bug. Lo peor es ver las fotos de la gente que la tiene en su casa ya <U+0001F61E>"
"399","Hoy me avisaron a las 7 de la tarde que la api de Al Mundo Insurances no estaba facturando (cybermonday, 40 carritos atascados). Y obvio me puse la 10 y me puse a programar hasta casi las 21.

DENME MI AUMENTO"
"400","Hoy estoy pero para salidita traqui sin romper nada, escucho ofertas del cybermonday"
"401","Hoy comenzaron a llegar a casa, compras que hice en Cybermonday, y la compra que hice en Septiembre en @CMRayudaCL aun sigo esperando..."
"402","Horacio Zeballos y el colombiano Farah perdieron contra Auger Aliassime y Hurkacz 63 36 10-6

#OmintAssistance, la asistencia al viajero de OMINT presente en #CYBERMONDAY! Descuentos de 60% off y cobertura por Covid-19 en todos los productos. ¡Cotizá ya! https://t.co/EpoFYc7EvU"
"403","hola me gaste mi plata en el cybermonday y no llegue a comprar el agua micelar por pelotuda"
"404","Historia terminada con un final feliz! Gracias por la eficiencia, HP Chile! #Cybermonday2020 https://t.co/2caOH69aYE"
"405","Hice una compra y no me di cuenta que había que poner el código de 25% de descuento del puto cybermonday. Me caigo mal a mi misma por pelotuda"
"406","Hice la bolucompra del cybermonday, me compré una MALLA para que señoraaaa que adicta a comprar pelotudeces que soy UNA MALLA para queee para mirar los autos en la ventana de mi edificio ahre"
"407","Hey @DescuentosRata compré para el #CyberMonday el lunes a la hora de almuerzo y los Lego ya llegaron :-)"
"408","Hay gente que todavía cree en el #Cybermonday?"
"409","Hay cibermonday de birrita en algún lado?"
"410","Hasta el viernes hay #Cybermonday2020 #CyberWeek #CyberDays en la pyme <U+0001F447>

#FelizJueves #BuenosDiasTVN #ContigoEnLaManana #EleccionesUSA2020 #SantiagodeChile https://t.co/pyGCOQB6lR"
"411","Hasta el momento, los únicos que no me han fallado en mis compras de #Cybermonday2020 ha sido @homecenter_cl <U+0001F44F><U+0001F3FC><U+2764>"
"412","han cachado que las ""ofertas"" del cybermonday duran como un mes? ese es el nivel de las ""ofertas"" <U+0001F50E>"
"413","Hace unos días en el #cyberday compre en la tienda body and soul perteneciente a Forus S.A todo bien hasta que llego el pedido y ... sigo en hilo #cyberday #estafadores #caraderaja #chiledesperto #ganasdecambiarestepaisculiao #Cybermonday2020 #sernc #CyberRata https://t.co/1WEtlWTXdr"
"414","Hace unos días costaba 650€, hoy cuesta 750€. Se viene subida para el black friday? SI. VAYA TIMO. VERGÜENZA. #BlackFriday #Cybermonday2020 #pcgaming @pccomponentes https://t.co/KOgyh3PEMS"
"415","Hace años venimos alertando sobre todo lo malo que puede pasar (y pasa) en los #CyberMonday y  #HotSale 
Si quieren leer una historia concreta, en la que estuvo #UFECI y que terminó ""bien"", no se pierdan este capitulo de ""Engaños digitales, víctimas reales' de @vidusky https://t.co/vbVvbljuoC"
"416","Hablando en serio el cybermonday para la gente del interior es una cagada por el envío, lo único que vale la pena es gpsfarma pero nunca hay stock de nada https://t.co/U6uvKarFSS"
"417","Hablamos con Victoria Bazeveic, gerenta de Comunicación de @Tiendanube. Nos cuenta cómo se movió el ecommerce durante el #Cybermonday2020 y analiza el crecimiento de las ventas #online que se registró durante la pandemia"
"418","Habia visto en una pag d ropa usada un short d complot a $1500, oferte menos pero me rechazo y me parecia caro asi q no lo compre pero me quede con las ganas y lo acabo d encontrar 5 min antes de q termine en el cybermonday de complot nuevito y mas barato q el usado MOMENTASO"
"419","GRAN SORTEO EN INSTAGRAM  ¡PARTICIPA! @tiendaexpress24ba  #biden #vicepresidenta #trump #07Nov #Cybermonday2020 https://t.co/GJ175oY3Bh"
"420","Gracias cybermonday por darme la oportunidad de comprarme el escritorio que siempre quise ajajajajajajajajajaj"
"421","Gracias al cybermonday compramos una terrrrrrrrrible pileta, mamurri que hermoso verano se viene <U+0001F60D>"
"422","Gracias @Conforama_ES ,gracias a ustedes llevo más de tres meses sentada en el suelo esperando por un sofá que no llega ,me encanta ver la tele desde el parqué! Ya si eso  sí se acuerdan un día me lo traen ,ustedes no se estresen <U+2764><U+FE0F> #Conforama #EstafaMaestra #Cybermonday2020"
"423","Gente, si no quiere malos ratos, un consejo desde el fondo de mi paciencia... NO COMPRE EN FALABELLA NI DERIVADOS EN EL CYBER!!! Aún no me llegan las cosas del anterior. Así que NO LO HAGA! #Cybermonday2020 #Falabella #NoCompreFalabella <U+274C><U+274C><U+274C>"
"424","galletitas de agua en el cybermonday
nada más que decir sobre la situación económica"
"425","G-SHOCK nos ofrece una tecnología de construcción en resistencia a los golpes, funcionalidad y calidad de materiales
https://t.co/hVrJuOjZo3"
"426","Funda Peneana de Silicona con estimulador clitoriano.

#BUENOSAIRES
#Cybermonday2020
#MujeresReales 
#sexo 
#Placer https://t.co/cwssugvD61"
"427","Fue el CyberMonday y estoy orgullosa de no haber comprado nada. Pero extraño la sensación de felicidad post-compra"
"428","Finalizó el #Cybermonday2020 y se registró un aumento que vuelve a poner en positivo la variación de precios."
"429","Feliz porque hoy me llegaron las compras de electrodomésticos del cybermonday <U+0001F389>, me ahorré casi 50 lucas en cada 1 <U+0001F389> y ya no tengo excusas para no cocinar rico <U+0001F923> https://t.co/zcJhpnUIlx"
"430","Feliz #diadelmarketing para tod@s aquellos profesionales que nos dedicamos a este gran sector!!! <U+0001F44F><U+0001F483><U+0001F468><U+200D><U+0001F4BB><U+0001F4F2>
Os dejo por aquí, el blog que subí ayer hablando de tips para aumentar ventas en #Cybermonday <U+0001F447>
https://t.co/9r3scr6Jwy"
"431","Felicitaciones a @PreUnic_cl en el #CyberMonday me llegó el pedido en 3 días con despacho gratis y venía con regalitos extras <U+0001F970>"
"432","Falta poco para que termine el  #CyberMonday de Audiomusica. ¡Entra a https://t.co/Y3pfncmsbz y regalonéate! https://t.co/5ilbPfmuDj"
"433","Falta poco para que termine el  #CyberMonday de Audiomusica. ¡Entra a https://t.co/Y3pfncE337 y regalonéate! https://t.co/L7JQf0ojHZ"
"434","Falta poco para que termine el  #CyberMonday de Audiomusica. ¡Entra a https://t.co/Y3pfncE337 y regalonéate! https://t.co/6qazhmpE1s"
"435","Falabella me re cago con la compra en el cybermonday? Si"
"436","Facturaron $288 millones por hora en el Cybermonday https://t.co/5UaVSzAXwk a través de @La Banda Diario"
"437","Facturaron $288 millones por hora en el cybermonday  https://t.co/ZioWkEVfGM vía @laprovinciabsas"
"438","Fabricante alemán de crema Nivea y Eucerin anuncia cierre de su planta en Chile: tiene 300 empleados https://t.co/sA7h3hIFdt vía @biobio
#Chile #Cybermonday2020 #ExigimosSegundoRetiro #FuerzaAbuelaConSegunRetiro #segundoretiro10xciento #SegundoRetirodel10xciento #SegundoRetiro"
"439","F por esas personas que compraron las ""ofertas"" de cybermonday <U+0001F927>"
"440","Extendimos nuestras ofertas !!! #Cybermonday2020 #CyberWeek 
https://t.co/GUsGYe2WBm https://t.co/q2JYQH3Ym8"
"441","Extendimos la promo hasta el martes 10 de noviembre! Nuestros Cursos Online-OnDemand con 40% OFF por el CYBERMONDAY. Capacitación Financiera a tu alcance! Cupón en el QR. https://t.co/fqiSrQIxpQ
#Cybermonday2020 #CursosOnline  #MercadoCambiario  #dolar #pymes #Finanzas https://t.co/m6EXeZw7pl"
"442","Extendimos el CYBERMONDAY...ahora es CYBERWEEK. Tenés tiempo hasta el 8 de noviembre para anticipar tus vacaciones 2021. <U+0001F44F><U+0001F3FC>
<U+0001F4E2> NO DEJES PASAR LA OPORTUNIDAD!!!
Link para más información: https://t.co/zzmGUieUdW

<U+0001F4E9> info@shoppingviajes.com
<U+260E><U+FE0F>115263-8151
<U+0001F4F1>Whatsapp: 1144274559 https://t.co/Rt3mA5tnEW"
"443","Extendimos el CYBER SALE &gt;&gt; Siguen los descuentos del 20% OFF en Productos Seleccionados.
Ingresa ahora a nuestra tienda online.  
.
Además hasta 6 Cuotas Sin Interés con BBVA  <U+0001F918><U+0001F4A5>
.
#canam #cybermonday
#TiendaOficial https://t.co/Ry23w7agqK"
"444","Extendieron el cybermonday? Qué sorpresa <U+0001F644><U+0001F644><U+0001F644><U+0001F644>"
"445","Extendieron el CyberMonday.
Lloro. Sacame de esa info."
"446","Extendemos las ofertas! <U+0001F973>

Aprovechá la semana de descuentos! <U+0001F60E>

<U+0001F449> https://t.co/j0JCzu0qwF

#Ofertas #Descuentos #CyberWeek https://t.co/5kOapRuPYr"
"447","Extendemos el #cybermonday en la inscripción al 1° Taller de La Matera Turística: ""Neurodiseño de Experiencias"".<U+0001F399>Facilitador: Federico @thumm <U+0001F516>Martes 10 de Noviembre, 15 Hs. Arg<U+0001F310>Modalidad: Virtual. Inscribite aquí https://t.co/van5WmWoTs https://t.co/edVddJ3xAM"
"448","Estuve esquivando el cybermonday como un campeón porque la verdad no daba gastar tanta guita y viendo publicidades pasó lo obvio: me acabo de comprar dos pares de zapas <U+0001F613><U+0001F613> lo lograste @algoritmo"
"449","Estuve a un click de hacer otra compra innecesaria online... Chau Cybermonday!"
"450","Estoy esperando a mañana que termine el #CyberMonday para ver las ofertas... https://t.co/UDPQnjjXIG"
"451","Estoy contenta porque usé el cybermonday p comprarme sábanas y toallones, ustedes bien?"
"452","este es mi #cybermonday https://t.co/vuOXM9CEM4"
"453","Este año sufrí con el cybermonday"
"454","Estás si que son trampas! #CyberMondaychile #CyberMonday @easytienda @SERNAC @MarcelaVeraO @BuenosDiasTVN @Bienvenidos13 https://t.co/rOoJxfqMMn"
"455","Estaba vitrineando un ratito en Corona. No sé para qué sí ya hice mis pedidos mucho antes del cybermonday jaja."
"456","estaba viendo las ofertas que había con latam por el cybermonday y tenían viajes por 4.000, 15.000 y 35.000 millas (redondeando) y entré a mirar cuantas tengo yo.
629 millas. no me alcanza ni para ir a la otra cuadra JAJAJAJAJJAJAJA https://t.co/YHZyqzeDwy"
"457","Esta semana ya ví al menos 5 personas comprandose la ps5 con el cybermonday"
"458","Esta semana por el cybermonday hay 20 % de descuento en mi libro de poemas Ginseng. En papel o ebook. Envíos a todo el mundo! https://t.co/xPg9Ysto6Y https://t.co/67Pko66lTv"
"459","Esta oferta de @SonyChile es insuperable. <U+0001F92A>
#CyberMonday https://t.co/Pyy8MQihzQ"
"460","Es tragicómico que los antidepresivos estén en oferta para el #CyberMonday.
Estoy feliz y enojada, feliz y enojada... https://t.co/vz3zfM7tPA"
"461","Es la primera vez que tengo dos marcas a cargo mío en cybermonday. Son mis bebés. Literal me la pasé todo el día actualizando analytics"
"462","Es la perdición el cybermonday no puedo mássss, no tengo un terrible límite pero que compras por dios..."
"463","Equiparse para un verano en casa <U+0001F31E><U+0001FA74> | Piletas, lo más vendido del cybermonday

cc @AmericaNoticias @SoledadLarghi @marianoyezze https://t.co/yikECRzTwE"
"464","Entré al cybermonday a la sección ""calzado de mujeres"" puse mi talle y lo único que me salió fueron 3 packs de soquetes... alguien puede pensar en las mujeres altas?"
"465","Entré a rappi, me llegó una notificación que me regalaban $240 rappicreditos, mc Donald's tenía ofertas por el CyberMonday, me terminó saliendo el cuarto de libra con papas grandes $143 con envío y todo. Buenas noches<U+0001F61B>"
"466","Entramos en el #CYBERWEEK y otra <U+0001F525>#Superoferta<U+0001F525> de 30% OFF!!
Mochila Grande tres bolsillos.

#TiendaOnline:
<U+0001F310> https://t.co/bG1NOKU2no

#cybermondayarg #cybermonday #cyberweek #megaofertas #ofertas #descuentos #promociones #carteras #bandoleras #mochilas #bolsos #marroquineria https://t.co/i6F04NieiH"
"467","Entiendo las razones de la extensión y el lado comercial but..  si es CyberMONDAY. EMHO Debería ser únicamente por el Lunes (más allá que por uso y costumbre sea 3 días). Ahora el CyberWeek realmente no tiene sentido, dado que sería ya una promoción semanal que hay durante el año"
"468","ENCUESTA Sobre el Cybermonday – RESULTADOS https://t.co/FsRdmVSRmW"
"469","Encuentro una Smart 4k Samsung rebajado en Cybermonday, que bien.
Lo compro en 12 cuotas sin interes, vamos!
Pago 200 mangos mas para que me lo entreguen antes, esa!!!
Me levanto a las 8 a esperarlo, Ansioso !!!
Le hago seguimiento y la compra esta cancelada..Chi Chi Chi Le Le Le"
"470","Encontrá el producto que buscas en https://t.co/BRRwsdpHzk. El #Cybermonday2020 se extiende hasta el lunes 9 de noviembre. No te lo pierdas. #deventas #samsung #jbl #razer #homedics #lenovo #Dell"
"471","Encima que soy complicada para elegir bikinis no se me ocurrió mejor idea que comprarme una online <U+0001F644> Pero es que debía aprovechar el cybermonday, esas madres están carísimas, no podía dejar pasar el ofertón <U+0001F937><U+0001F3FB><U+200D><U+2640><U+FE0F>"
"472","En un top 3 de categorías, lideraron las ventas Muebles, Hogar &amp; Deco, seguida por Electro &amp; Tecno y en el tercer puesto Alimentos y Bebidas.<U+0001F64C><U+0001F631><U+0001F4B2>

Leer más<U+0001F4F2>: https://t.co/iEqwf6uBv8"
"473","en tiendamia aplicaba el cybermonday en albums tmb por q no avisan <U+0001F639><U+0001F639><U+0001F639><U+0001F639><U+0001F639><U+0001F639><U+0001F639>"
"474","En Tienda Unicornio encontrás los mejores descuentos en vinos y cafés<U+0001F984> ¡Hasta 50% OFF y envío gratis!<U+0001F525>

¡No esperes más! Ingresá ahora y descubrí más: https://t.co/0WrEAidQ4v

#cybermonday #tiendaunicornio #vinos  #enviogratis  #cafe #perdonayolvida #malajuntawines #cafecumbal https://t.co/H0RtJLxyVM"
"475","En serio @FalabellaAyuda mandando sms masivs a las 0:45 de la noche, los wns sin respeto @SERNAC #Cybermonday2020 #falabella https://t.co/cRs6Y9K7eT"
"476","En este preciso instante me acaba de llegar un SMS con ofertas de Coca Cola en este cybermonday. ¡Me molestan a las 2 AM para venderme Coca Cola CSM!"
"477","En esta época de ofertas online, #BlackFriday, #CiberMonday y todas las compras que dadas las circunstancias hacemos vía #eCommerce, cabe tener en cuenta algunos consejos de #Ciberseguridad para realizar unas compras seguras https://t.co/hb2QWY4bl5
@BancoSabadell #EstarDondeEstés https://t.co/DUWB0ee51o"
"478","En el país, los destinos con más demanda fueron los de la Patagonia, con El Calafate y Bariloche a la cabeza, y Puerto Iguazú en tercer lugar. #Cybermonday2020 #turismo en @clarincom"
"479","En el CyberMonday se facturaron $288 millones por hora
La facturación registrada en los tres días de CyberMonday, con 800 empresas participantes, representa un aumento de 76% respecto del mismo evento el año pasado https://t.co/7POk74AWp9"
"480","En el CyberMonday se facturaron $288 millones por hora

https://t.co/E3mosMdbbw"
"481","En el Cybermonday se facturaron $ 288 millones por hora https://t.co/cfKO6enjN1"
"482","En el cybermonday no encuentro una puta tablet aaa pero para estimular papos hay una banda la concha de la lorAaaA"
"483","En el Cybermonday la Playstation 4 está más cara que la Playstation 5. https://t.co/SliKasCnoS"
"484","En el Cybermonday faltó que vendan un pack de mimos. Claramente lo compraba"
"485","En el contexto de la pandemia y la crisis económica: CyberMonday 2020 cerró superando los 300 millones de dólares en ventas https://t.co/GkoIL1kfio https://t.co/W4YmCzN2HR"
"486","En cuestión de minutos llegó mi compra de cybermonday (unos anteojos de sol divinos) y vino el plomero para confirmar que el termotanque no va más y hay que cambiarlo. Esto es así: Dios te quita, Dios te da. Bueno, en este caso me dio y luego me quitó, pero ustedes entendieron."
"487","En Argentina el #CyberMonday es una MENTIRA: ofrecen descuentos ridículos de hasta un 30 o 35%, ofertas que ya existen durante el año o a los que accedés con algunas promociones de los bancos. ¡Pero ahora se viene el #BlackFriday y vamos a tener los mismos descuentos! Patéticos"
"488","En 5' auto asegurado con promo #CyberMonday . Así da gusto. Empezamos muy bien...| Felicitaciones @iunigoseguros https://t.co/GoYxpJ7Phq"
"489","En 20 minutos el 'cybermonday' pasa a 'cyberweek'. Típico. Igual por primera vez encontré ofertas reales."
"490","En ‘2 compré 3 cosas en el cybermonday jajaja perdón soy esto"
"491","En #BlackFriday y #Cybermonday los usuarios reciben un aluvión de ofertas, por eso es muy importante que planifiques bien tu campaña para que todo funcione a la perfección. ¡Ayúdate de esta checklist! #ecommerce #tiendaonline #tipsDH
https://t.co/TfeM5mQEjR"
"492","Empecé la elección buscando casacas de NBA en cybermonday y la termino averiguando como es el tema Corega."
"493","El Voto por correo mató a la estrella de Twitter .

¿  Analógico Vs Digital ?

#TrumpvsBiden #Cybermonday2020
 #Digital 
#Analogico
#Elections2020 
#USElection2020 
#BidenHarris https://t.co/bAwIPpsIq0"
"494","El único que salió perdiendo en el cybermonday fue Fernando porque le ocupe la tarjeta <U+0001F605><U+0001F605><U+0001F605>"
"495","El total de transacciones superó en más de un 60% el Cybermonday 2019. La tasa de reclamos bajó a un mínimo histórico de tan solo 0,01%. https://t.co/xtPGH2llaQ"
"496","El titular de ARCO Acción Ciudadana, Emanuel Akiki destacó el #Cybermonday2020 superando ampliamente en ventas al hot-sale del 2019.  https://t.co/cArgeDlsqQ"
"497","El tercer producto más vendido en el cybermonday es el papel higiénico JSJSJs, definitivamente vivimos en una sociedad."
"498","El Tati fue el que mejor aprovechó el cibermonday https://t.co/PeWGrMaJgv"
"499","El record en ventas del CyberMonday es solo un indicador más del cambio cultural que está viviendo el retail y los compradores. https://t.co/7g00d81hsV"
"500","El puto CiberMonday dura más que despedida de los Chalchaleros!
Se ve q no vendieron una chota!
( pd: mi lenguaje se debe a los 64377732 mails de promos de cosas que jamás compraré)
Chadelalora"
"501","El Principito <U+0001F4D5>en CyberMonday Internacional <U+0001F30D>
<U+2060>
No te pierdas la oportunidad de conseguir el libro de Casi Ángeles ""El Principito"" a solo $15 dólares.
<U+2060>
<U+0001F449>Conseguí el tuyo entrando en https://t.co/lyCAuec7Vn

#casiangeles #oferta #descuentos #casiangeles3 #casiangelesellibro https://t.co/MEq7UXGF4Y"
"502","El Presidente de #ODECU, @stefanlarenas, se refirió en Radio @Cooperativa a los derechos de los consumidores que hayan comprado en el #CyberMonday. 

Escúchale aquí: https://t.co/D5ynSriXKi"
"503","El precio de la licuadora hace dos semanas/ el precio en el #CyberMonday https://t.co/cNDNVt2abx"
"504","EL pais se va a la mierda y yo comprando cosas que no necesito en el cybermonday"
"505","El mundo se va a la verga pero yo estoy tipo “aber qué más puedo comprarme con el cybermonday”"
"506","El impacto del CyberMonday en la industria de los viajes según una empresa líder https://t.co/T4jlFvOIeu"
"507","El impacto del CyberMonday en la industria de los viajes según una empresa líder https://t.co/3Y8Si0QjwE"
"508","El especialista en Cibercrimen, Jorge Litvin, compartió con los televidentes de T5 Satelital, qué se debe tener en cuenta al momento de comprar durante el #Cibermonday <U+0001F6CD><U+0001F4BB> ¡Evitá las estafas y aprovechá las promos! https://t.co/drJytn1DPY"
"509","El ecommerce en Chile, por la Pandemia y confinamiento, aumentó 150% totalizando un crecimiento del 214% en 12 meses, pero de 608 empresas presentes en el #CiberMonday solo 30 son de regiones. Las regiones no pueden ver la digitalización desde la vereda https://t.co/wamTXGyPwm"
"510","El Cybermonday, con una oferta a tono de tiempos de cepo y consumo de cuarentena https://t.co/P5FX8o5YFw"
"511","El CyberMonday supera los 300 millones de dólares en Chile https://t.co/iQ4OjP5Fny https://t.co/L7HmzlrMr8"
"512","El cybermonday lo usé para comprar botellones de Downy
Una hija te cambia la vida 180 GRADOS"
"513","El cybermonday fue más fuerte que yo"
"514","El cybermonday es una estafa, ya que no se puede bajan los precios , porque el dólar está subiendo"
"515","El cybermonday duró menos que el escrutinio yankee"
"516","El cybermonday de AL30 en BYMA es cualquier cosa... (de más está decir que lo operamos para la perso)"
"517","El CyberMonday con una oferta a tono.
<U+2705> Muebles, hogar y deco, dentro de las categorías más exitosas.
<U+2705> Los testimonios de https://t.co/mNBkULtDNB y @CAPPmovil
en la nota de @acatalano
para @iProfesional 
<U+0001F447> https://t.co/3Ruw9nzJkq"
"518","El CyberMonday apunta a 601 eCommerce colombianos, 26 fundaciones y 35 empresas regionales en su lista de participantes ¿Estás listo?  https://t.co/4RboKjtLoT"
"519","El CyberMonday alcanzó más de 3 millones de usuarios https://t.co/XP9PEbnPj1 @Cybermondayarg"
"520","El cybermonday ahora es cyberweek pero aumentaron todos los precios??? Y así que chiste @Cybermondayarg"
"521","El CyberMonday 2020 se dispara en transacciones pero las ventas no superan el CyberDay de septiembre
https://t.co/uxnrzNuv02 https://t.co/PZ7UdVl84I"
"522","El comercio electrónico debe ajustar sus piezas, de la mano de la Inteligencia Artificial, para quedar como rey frente al consumidor, llevando a un aumento de la tasa de conversión de visitas al e-commerce https://t.co/5frOdtgnfQ"
"523","El comercio electrónico debe ajustar sus piezas, de la mano de la Inteligencia Artificial, para quedar como rey frente al consumidor, llevando a un aumento de la tasa de conversión de visitas al #eCommerce. https://t.co/mfujtA0tXR"
"524","El comercio electrónico debe ajustar sus piezas, de la mano de la Inteligencia Artificial, para quedar como rey frente al #consumidor, llevando a un aumento de la tasa de conversión de visitas al e-commerce.
#IA https://t.co/7GCzJnMlb4"
"525","El colmo #Cybermonday2020 https://t.co/5VthD5w1dB"
"526","EL CIBERMONDAY QUE SI https://t.co/4TahhhuWqV"
"527","EL BITCOIN HA SUBIDO HOY A + de 15.000$ una auténtica PASADA EN ESTOS ULTIMOS MESES ! #Bitcoin #Crypto #cryptocurrency #CryptoHorrorStories #CryptoNews #noticias #Cybermonday2020 #YoMeQuedoEnCasa HACIENDO PASTA <U+0001F4B0><U+0001F4B0><U+0001F4B0> https://t.co/JvogHQhatv"
"528","El 2% de las ventas de CyberMonday se realizaron desde Mendoza. Se realizaron  más de 4200 transacciones en esta edición, en comparación con las 1700 transacciones con el 2019. 
https://t.co/LQmrpg8Yff"
"529","El #Cybermonday2020 paso sin pena ni gloria"
"530","El #Cybermonday2020  no terminó para nosotros. Continúa para ingresantes 2021 que se inscriban en turno noche hoy o mañana   ¡Te esperamos!
<U+0001F449>11 51 33 71 64 
<U+0001F449> infoescuelacpd@gmail.com https://t.co/CbHPrSruGi"
"531","El #CyberMonday tenía productos con 20%, 30% y 40% OFF según MercadoLibre.

El único ""OFF"" al que pude acceder yo: https://t.co/V55203SLJv"
"532","El #CyberMonday pidió turno para renovar el Registro de Conductor."
"533","El #CyberMonday facturó $20.800 millones, 76% más que en 2019. Se vendieron $288 millones por hora, 6 milones de productos en 3 días.

Lo más vendido: 

Electrodomésticos
Electrónica
Celulares 
Hogar, muebles y jardín
Ropa
Herramientas
Colchones
Pasajes y turismo.
Cosméticos"
"534","El #CyberMonday con una oferta a tono https://t.co/5RATOaQqod"
"535","El #comercioelectrónico debe ajustar sus piezas, de la mano de la #InteligenciaArtificial, para quedar como rey frente al consumidor, llevando a un aumento de la tasa de conversión de visitas al e-commerce. Lee más aquí <U+0001F448><U+0001F3FF> #noticiasdeljueves https://t.co/4CqBzNSuVv"
"536","El #cibermonday no tuvo el éxito esperado. https://t.co/iRCavueqRn"
"537","Durante esta semana se realizó una nueva edición del #CyberMonday.

Y en un año en el que el #ComercioElectrónico creció considerablemente, el evento mostró números más que positivos

https://t.co/6iYlAZEqpR"
"538","Drones para tener 5G: ¿es la solución para el futuro?.
https://t.co/11JnmonJAh #Ciberseguridad #Cybermonday2020 
#CyberMonday 
#5G"
"539","Dormí y no me compré el labial rojo con el cybermonday, soy una imbecil"
"540","Distintas agencias de viaje coincidieron en las preferencias de los y las viajeras por la Argentina, especialmente por lugares de la Patagonia. También aparece Mendoza <U+0001F449> https://t.co/7ltJBf90pb

<U+0001F587><U+FE0F> #CyberMonday #Turismo <U+0001F4CC>"
"541","Disponible para eliminar plagas de ratones y chiripas, trampas de madera, trampas con cebo y pega, para fumigar en polvo con ácido bórico al 100 %.    Estamos para servirles. #petschopmilenium #Cybermonday2020 #DerechaSinConciencia https://t.co/VPjaA1BzgM"
"542","dios le estoy rogando al dios de correo argentino que me traigan el smart que compré con el cibermonday <U+0001F97A>"
"543","Dije: ""voy a entrar a chusmear la página de Easy a ver qué onda el cybermonday""...
El pedido me llega el lunes <U+0001F62C>"
"544","dije uuu debe haber estado barata la ps5 en el cybermonday hasta q m di cuenta q era un filtro d instagram, a veces m da miedo q mis papas sean primos"
"545","dije que no iba a comprar nada por  el cybermonday pero al final me pedi cremas y protectores solares en farmaonline no me preguntes solo soy una chica"
"546","Dije q a los 3 meses de salir a correr cotidianamente iba a regalarme unas zapatillas menos rotas que las que tengo, pero se me cruzó un cybermonday y algo de plata. Jiji."
"547","Diego Schwartzman consiguió una victoria importante al vencer al español Alejandro Davidovich 61 61 en los octavos de Paris.

¡Con #OMINTASSISTANCE en #CYBERWEEK tenés un viaje seguro! Cotizá ahora con descuentos del 60% y 2x1 en todos los productos!  https://t.co/iWMvc6iPlP"
"548","Detrás se ubicaron la mopa (artículo de limpieza), el carro de herramientas, los taladros y la hidro lavadora. https://t.co/zC27TL4EmQ"
"549","Después de años, éste, ni me preocupe en leer nada sobre el #cyberMonday, lo ignoré olímpicamente...

Si, bueno, a mi tampoco me importa que a vos no te importe <U+0001F602>

#whocares"
"550","Después de 3 días increíbles a pura venta online, ¡queremos compartirles algunos datos de esta edición #CyberMonday2020!<U+0001F4CA> Para seguir las métricas en vivo de la #CyberWeek hacé clic en el link <U+0001F449>https://t.co/lhJkiezsO4 https://t.co/NKzd1ywdBa"
"551","Deslizá para conocer los resultados del #CyberMonday <U+0001F4AA>
El hábito de comprar online llegó para quedarse <U+0001F62E>
¿Ya sumaste tu comercio a esta nueva modalidad? https://t.co/6wjo2jwE3O"
"552","Desde Tus Derechos realizamos un breve resumen de las pautas a tener en cuenta como #consumidores en el #CyberMonday2020 @Cybermondayarg 
más Info: https://t.co/3kPSDkBokT https://t.co/EdNiviDFZ5"
"553","Desde hoy, CyberMonday en https://t.co/cID8xY7eAJ 50% OFF en CDs de Segunda Mano... - https://t.co/TTJKFyORni"
"554","Desde hoy, CyberMonday en https://t.co/cID8xY7eAJ 50% OFF en CDs de Segunda Mano... - https://t.co/CxMMTcMOCi"
"555","Desde @BancoSabadell compartimos unas recomendaciones en materia de #Ciberseguridad para ayudarte a realizar compras más seguras. Toma nota de estos 12 consejos y aplícalos en el #BlackFriday y el #CyberMonday : https://t.co/uRhshDiSMY
#EstarDondeEstés #eCommerce https://t.co/QkKbxatY3a"
"556","Deja de romper las bolas cybermonday no tengo un peso"
"557","Deci que yo no tengo  tarjeta de créditoo Porq con este #Cybermonday2020 ya me ubiece echo la compradora compulsiva<U+0001F923><U+0001F923><U+0001F923>"
"558","CYBERMONDAY: VENTAS PEORES AL HOT SALE DE JULIO Y GASTOS BAJOS... Aunque la CyberWeek se extiende hasta el domingo, el CyberMonday ya finalizó. Los resultados de la octava edición del evento de compras online estuvieron en línea con las previsiones.  #titu https://t.co/z29pNHLUNp https://t.co/NHWbIGvW2Y"
"559","CyberMonday: ventas peores al Hot Sale de julio y gastos bajos. https://t.co/Cewa81gRls"
"560","Cybermonday: solo por hoy, rematan notebooks y PC gamers en 18 cuotas ""anti devaluación"" https://t.co/7IcEOiD5m1 https://t.co/C3lorGlNXB"
"561","CyberMonday: se registraron al menos 108 ofertas que incumplían con las normas https://t.co/sWShlhFmaf"
